gene_accession,CRA08u_t2_M_BC,CRA10e_t2_M_BC,CRA06u_t2_M_BC,CRA07u_t2_M_BC,CRA06e_t2_M_BC,CRA10u_t2_M_BC,CRA08e_t2_M_BC,CRA09u_t2_M_BC,CRA07e_t2_M_BC,CRA09e_t2_M_BC
MEG_6603/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,0,2,0,0,0,0,0,0,0
MEG_1591/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,0,18,0,0,0,0,0,0,0,0
MEG_7275/Biocides/Phenolic_compound_resistance/Phenolic_RND_efflux_pump/TRIC,0,0,38,0,0,0,0,0,0,0
MEG_2972/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,2,3,4,0,0,17,0,0,0,2
MEG_1602/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,0,0,1,0,0,0,0,0,0,0
MEG_2842/Drugs/MLS/23S_rRNA_methyltransferases/ERMQ,0,60,0,0,0,0,0,0,0,0
MEG_4283/Drugs/betalactams/Mutant_porin_proteins/OMP37,0,0,21,0,0,0,0,38,10,0
MEG_6947/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,2,0,4,0,0,0,0,0
MEG_6617/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,24,19,18,33,21,124,50,50,7,15
MEG_7343/Drugs/Glycopeptides/VanA_type_resistance_protein/VANA,0,0,0,0,0,0,0,0,0,3
MEG_1490/Drugs/Cationic_antimicrobial_peptides/Cationic_peptide_resistant_16S_ribosomal_subunit_protein/CAP16S/RequiresSNPConfirmation,2046,2281,3126,3306,2219,4777,2114,2720,3332,3294
MEG_6619/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,0,5,0,4,5,31,4,10,0,2
MEG_6126/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,148,279,215,361,153,510,171,373,398,400
MEG_3983/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,2118,2702,4033,3308,4701,3237,2318,2745,4789,4993
MEG_6684/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,0,4
MEG_7163/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,10,12,14,8,3,8,0,2,6,17
MEG_8069/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,0,0,0,16,0,0,0,0
MEG_2999/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSA,6,0,18,0,0,0,0,2,0,7
MEG_2421/Drugs/betalactams/Class_A_betalactamases/CTX,0,0,0,0,0,25,0,0,0,0
MEG_7835/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/YIEF,21,0,40,0,0,26,0,61,65,4
MEG_5336/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,0,0,0,16,0,0
MEG_2214/Drugs/betalactams/Class_A_betalactamases/CTX,0,0,0,0,0,2,0,0,0,0
MEG_2729/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRD,25,0,58,0,0,47,0,0,0,14
MEG_4770/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,2,0,0,0,0
MEG_2772/Drugs/MLS/23S_rRNA_methyltransferases/ERM,36,0,0,26,0,0,0,40,0,0
MEG_5362/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,13,0,14,0,24,0,0,0,0
MEG_796/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,0,0,0,0,0,0,1
MEG_2948/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,2,0,10,0,0,0,0,0,7,2
MEG_6122/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,39,37,58,0,40,73,29,133,75,36
MEG_7145/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,14,51,33,26,79,59,29,35,105,69
MEG_2734/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_regulator/EMRR,6,0,41,0,0,16,0,3,46,3
MEG_6697/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,4,0,0,0,0,0
MEG_2898/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_ABC_efflux_pumps/FETA,28,0,56,30,0,155,24,64,36,14
MEG_1058/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH3_DPRIME,7,1,1,4,10,5,0,6,3,10
MEG_7058/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,10,18,25,12,13,12,12,175,10,8
MEG_3897/Metals/Mercury_resistance/Mercury_resistance_protein/MERT,0,0,0,0,0,4,0,0,0,0
MEG_6915/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,4
MEG_6866/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_3975/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,305,788,932,562,561,1098,407,404,664,550
MEG_4010/Metals/Multi_metal_resistance/Multi_metal_ABC_efflux_pumps/MODC,46,12,16,0,0,55,0,0,52,13
MEG_2447/Metals/Multi_metal_resistance/Multi_metal_RND_efflux_pumps/CUSB,0,0,0,0,0,17,0,0,0,0
MEG_7209/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,0,0,4,0,0,0,0,10,0,4
MEG_6102/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,81,93,85,140,36,333,60,130,190,158
MEG_7459/Drugs/Glycopeptides/VanA_type_regulator/VANRA,0,0,0,9,0,0,0,0,8,5
MEG_7489/Drugs/Glycopeptides/VanA_type_regulator/VANSA,0,0,0,6,0,0,0,0,2,0
MEG_2/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,4235,4807,6599,5786,5311,8919,4049,5590,5985,7003
MEG_401/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ACRB,73,0,250,0,0,94,0,179,208,82
MEG_8077/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_ABC_efflux_pumps/EFRA,0,101,72,168,24,256,0,131,181,276
MEG_5825/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACC,0,0,0,0,0,0,0,10,0,0
MEG_7179/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETQ,0,0,6,0,0,0,0,0,0,0
MEG_393/Drugs/betalactams/Class_C_betalactamases/ACC,0,0,0,0,0,0,0,0,0,2
MEG_2791/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,8,29,2,4,32,13,5,17,39,39
MEG_6773/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,4,0,0,0,0,0
MEG_6047/Drugs/Rifampin/RNA_polymerase_binding_protein/RBPA,0,0,0,0,1,0,0,0,0,0
MEG_5783/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_ABC_efflux_regulator/PHOB/RequiresSNPConfirmation,20,2,38,0,0,0,0,23,3,4
MEG_8708/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,0,0,0,0,0,0
MEG_6714/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,4,0,0,0,0,0
MEG_1722/Metals/Copper_resistance/Copper_resistance_protein/CINA,0,9,0,0,0,0,0,0,0,0
MEG_404/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/ACRD,22,0,67,0,0,32,0,169,145,18
MEG_7634/Drugs/MLS/Streptogramin_A_O_acetyltransferase/VATI,10,0,0,0,0,0,0,0,0,0
MEG_2795/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,1,8,0,0,4,4,5,2,16,49
MEG_5850/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACK,0,0,0,0,0,4,0,0,0,0
MEG_5346/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,350,307,253,391,191,555,313,344,280,293
MEG_1549/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CAT,12,0,0,0,0,0,0,0,0,0
MEG_6582/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,7,5,10,10,4,39,22,23,4,10
MEG_6964/Drugs/Tetracyclines/Tetracycline_resistant_16S_ribosomal_subunit_protein/TET16S/RequiresSNPConfirmation,1932,5660,6325,6025,4062,9279,3239,5265,7228,6088
MEG_6050/Metals/Multi_metal_resistance/Multi_metal_resistance_regulator/RCNR,0,0,0,0,0,5,0,0,0,0
MEG_6890/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,4,0,0,0,0,0
MEG_2799/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,6,36,8,11,59,5,16,25,83,106
MEG_5782/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_ABC_efflux_regulator/PHOB/RequiresSNPConfirmation,6,0,17,0,0,0,2,21,32,4
MEG_807/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,0,0,2,0,0,0,2
MEG_6141/Biocides/Multi_biocide_resistance/Multi_biocide_resistance_regulator/RPOS,46,15,96,0,0,46,21,139,158,52
MEG_3756/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/MDTI,0,1,0,4,0,12,0,0,0,0
MEG_484/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,0,0,0,0,0,7,0
MEG_1084/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH6,13,13,5,14,15,21,0,12,12,32
MEG_1053/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH3_DPRIME,12,13,0,5,16,17,0,10,26,20
MEG_2794/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,0,24,1,0,15,15,6,8,27,51
MEG_2294/Drugs/betalactams/Class_A_betalactamases/CTX,0,0,0,0,0,4,0,0,0,0
MEG_1176/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/ARSRM,0,0,1,0,9,0,0,0,2,0
MEG_4/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,1953,3267,4498,4341,3181,5877,2424,3511,4808,3777
MEG_402/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ACRB,62,20,147,0,0,0,26,26,59,34
MEG_3177/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,28,20,21,37,0,9,43,35
MEG_4103/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/MVRC,0,0,0,0,0,6,0,0,0,0
MEG_6542/Biocides/Peroxide_resistance/peroxide_resistance_protein/SODA,28,0,24,0,0,46,6,14,41,9
MEG_10/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,319,562,618,745,443,940,401,455,625,550
MEG_6927/Drugs/betalactams/Class_A_betalactamases/TEM,2,10,6,0,23,0,1,0,11,10
MEG_7122/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,5,8,8,13,17,24,8,9,12,11
MEG_6943/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_1172/Metals/Arsenic_resistance/Arsenic_resistance_regulator/ARSR,0,0,0,6,0,0,0,0,0,0
MEG_887/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,0,0,5,0,0,0,0
MEG_7330/Drugs/Fosfomycin/Fosfomycin_target_mutation/UHPT/RequiresSNPConfirmation,68,2,134,0,14,51,9,0,138,28
MEG_8686/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/RSMA,6,12,8,8,16,0,6,4,2,4
MEG_6965/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TET30,0,0,0,0,0,12,0,0,0,0
MEG_7039/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,114,95,92,100,160,227,82,78,70,128
MEG_490/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,5,0,0,0,0,0,0,0
MEG_7683/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/VGA,0,0,0,0,0,0,0,28,0,0
MEG_6503/Metals/Multi_metal_resistance/Multi_metal_RND_efflux_pumps/SILE,0,0,0,0,0,0,0,0,0,2
MEG_3986/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,1077,835,1030,1422,400,1369,801,1141,346,354
MEG_6883/Drugs/betalactams/Class_A_betalactamases/TEM,0,4,0,0,1,0,2,0,0,2
MEG_3627/Drugs/Lipopeptides/Colistin_resistant_mutant/LPXC/RequiresSNPConfirmation,14,17,22,30,20,28,20,11,18,40
MEG_2707/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_ABC_efflux_pumps/EFRB,0,140,22,264,10,276,4,170,174,124
MEG_8242/Drugs/Multi_drug_resistance/MDR_mutation/MDR/RequiresSNPConfirmation,0,0,0,0,0,176,0,0,0,0
MEG_2089/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/CORC,28,0,18,4,0,21,12,47,11,5
MEG_1/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,474,956,1211,1306,895,1858,594,872,1254,1229
MEG_768/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,2,0,0,0,3,0,0,0,1
MEG_3252/Biocides/Multi_biocide_resistance/Multi_biocide_RND_efflux_pump/HASF,39,46,86,0,0,0,0,0,14,14
MEG_6762/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,2,0,0,0,0,0,0,0
MEG_7858/Metals/Zinc_resistance/Zinc_resistance_protein/ZNUB,0,0,4,0,0,40,0,0,0,0
MEG_2715/Biocides/Multi_biocide_resistance/Multi_biocide_RND_efflux_pump/EMHA,0,0,8,0,0,0,0,0,0,0
MEG_7060/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,0,0,7,0,55,60,0,39,23,5
MEG_7229/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,12,50,61,24,33,67,0,19,39,34
MEG_6545/Biocides/Peroxide_resistance/peroxide_resistance_protein/SODB,21,14,35,0,1,26,0,0,13,7
MEG_6575/Biocides/Multi_biocide_resistance/Multi_biocide_SMR_efflux_pump/SUGE,0,0,20,0,0,2,0,2,0,3
MEG_2371/Drugs/betalactams/Class_A_betalactamases/CTX,0,0,0,0,0,2,0,0,0,0
MEG_8142/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GRLA/RequiresSNPConfirmation,0,21,0,19,0,30,0,0,0,0
MEG_6157/Drugs/Nucleosides/Streptothricin_acetyltransferase/SAT,0,0,0,0,0,4,0,0,0,0
MEG_3664/Drugs/betalactams/Class_C_betalactamases/MCA,0,0,0,0,0,0,0,24,0,0
MEG_7198/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETS,8,0,0,9,0,12,0,0,4,38
MEG_4170/Metals/Nickel_resistance/Nickel_ABC_efflux_pumps/NIKC,0,18,20,0,8,48,0,6,44,0
MEG_6907/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,0,0,0,0,0,0
MEG_7037/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,97,68,95,63,110,134,72,64,43,122
MEG_2922/Drugs/Phenicol/Phenicol_resistance_MFS_efflux_pumps/FLOR,0,0,0,0,0,0,1,0,0,0
MEG_7450/Drugs/Glycopeptides/VanA_type_regulator/VANRA,0,0,0,12,0,0,0,0,3,0
MEG_6952/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,4,0,0,0
MEG_2706/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_ABC_efflux_pumps/EFRA,0,242,64,320,28,387,21,201,308,423
MEG_5355/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,0,21,0,0,0,0
MEG_5359/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,13,0,0,0,0,0,0,0,10
MEG_5343/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,420,429,487,68,663,160,296,446,395
MEG_7876/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,2,0,0,0,0,0,0,0
MEG_1225/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/BEPE,120,0,199,321,149,107,90,0,72,0
MEG_1164/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/ARSCM,7,0,2,0,0,6,2,4,0,6
MEG_7841/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/YODB,0,2,4,0,0,13,0,2,0,2
MEG_6864/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,6,0,0,0,2,0
MEG_3754/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/MDTG,0,0,0,0,0,17,0,0,8,0
MEG_3254/Biocides/Acid_resistance/Acid_resistance_protein/HDEB,0,0,0,0,0,4,0,0,0,0
MEG_1166/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/ARSDM,0,0,1,0,5,9,0,0,0,0
MEG_8150/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,52,10,67,0,0,33,13,194,142,14
MEG_3182/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,68,133,191,132,81,204,86,77,129,98
MEG_3132/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/GESA,4,0,0,0,0,0,0,0,0,0
MEG_2954/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,2,0,0,2,0,0,0,0
MEG_6884/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,6,0,0,0,2,0
MEG_3289/Biocides/Peroxide_resistance/Peroxide_resistance_stress_protein/IBPB,8,2,1,0,0,16,0,16,38,0
MEG_3516/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/KPNO,25,0,43,0,0,35,0,32,25,11
MEG_3836/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MATE_efflux_regulator/MEPR,0,0,0,10,0,18,0,0,0,0
MEG_1182/Biocides/Acid_resistance/Acid_resistance_protein/ASR,0,0,8,16,0,7,0,0,1,0
MEG_3028/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSX,12,0,0,0,0,12,0,0,0,0
MEG_5357/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,17,20,35,0,0,0,0,0,0,0
MEG_7207/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,0,2,0,0,0,0,0,0,0,0
MEG_8154/Drugs/Spiropyrimidinetriones/Zoliflodacin_resistant_DNA_topoisomerases/GYRBZ/RequiresSNPConfirmation,141,165,223,119,209,293,136,141,130,85
MEG_6798/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_5386/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,46,0,0,0,24,26,0,14
MEG_1148/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/ARSBM,10,0,14,0,0,17,0,66,37,2
MEG_2136/Metals/Copper_resistance/Copper_resistance_regulator/CSOR,4,0,0,0,0,0,0,0,0,0
MEG_4285/Drugs/betalactams/Mutant_porin_proteins/OMPD,0,38,40,0,0,113,44,0,0,0
MEG_2736/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRY,0,0,0,0,0,42,0,0,0,0
MEG_6786/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,4,0,0,0,0,0
MEG_7040/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,160,132,160,175,165,238,102,141,155,220
MEG_6782/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_4279/Drugs/betalactams/Mutant_porin_proteins/OMP36/RequiresSNPConfirmation,5,0,14,0,0,7,0,0,6,2
MEG_1192/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_regulator/BAER,13,0,19,0,0,24,0,18,40,6
MEG_944/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,5,0,0,0,0,0,0,0
MEG_6699/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,13,0,4,0,2,0
MEG_3738/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/MDFA,0,0,0,0,0,19,0,8,0,0
MEG_6957/Metals/Tellurium_resistance/Tellurium_resistance_protein/TERC,20,0,29,0,0,0,0,8,0,20
MEG_6912/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,4,0,0,0,0,0
MEG_805/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,0,0,2,0,0,0,0
MEG_6127/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,50,0,42,0,0,0,0,54,0,24
MEG_4101/Drugs/Multi_drug_resistance/Multi_drug_RND_efflux_pumps/MUXB,46,0,66,0,0,0,40,84,0,14
MEG_7850/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/ZIPB,0,0,20,0,0,0,0,0,0,0
MEG_6746/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,2,2,0,0,0,0,2
MEG_2912/Drugs/Phenicol/Phenicol_resistance_MFS_efflux_pumps/FLOR,0,0,2,0,0,0,14,0,20,0
MEG_3611/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUC,0,0,0,19,0,16,0,0,0,0
MEG_8674/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB,471,1148,1190,853,900,1446,623,482,795,787
MEG_8148/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,40,0,104,38,0,74,0,0,0,13
MEG_6132/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,158,199,290,134,231,110,145,140,139
MEG_6923/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,2,0,0,0,0,0
MEG_8262/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MSRL,0,0,0,0,0,40,0,0,0,0
MEG_2786/Drugs/MLS/23S_rRNA_methyltransferases/ERMA,0,0,0,0,0,0,0,0,0,6
MEG_8676/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/RPSE/RequiresSNPConfirmation,0,0,0,0,0,4,2,0,0,0
MEG_7210/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,0,42,30,16,2,25,6,12,18,22
MEG_4000/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/MNTR,12,1,33,0,0,9,0,20,13,5
MEG_7311/Drugs/Elfamycins/EF_Tu_inhibition/TUFAB/RequiresSNPConfirmation,35,29,0,0,12,46,0,0,0,20
MEG_2796/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,2,14,1,2,5,0,3,8,34,65
MEG_7142/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,13,32,49,26,50,49,13,12,67,46
MEG_5345/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,0,32,0,0,0,0
MEG_969/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,0,0,2,0,0,0,4
MEG_3998/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/MNTH,37,0,55,0,0,55,19,0,47,17
MEG_2425/Drugs/betalactams/Class_A_betalactamases/CTX,0,0,0,0,0,8,0,0,0,0
MEG_1086/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH6,20,19,0,25,17,30,0,15,33,56
MEG_8722/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/TVAB,0,0,0,0,0,0,40,34,0,0
MEG_6581/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,0,2,0,0,0,0,0,0,0
MEG_791/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,0,0,2,0,0,0,0
MEG_7851/Metals/Zinc_resistance/Zinc_resistance_protein/ZITB,0,0,0,0,0,29,0,2,0,0
MEG_6814/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_2088/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/CORB,29,0,48,0,0,68,0,0,22,4
MEG_2137/Drugs/betalactams/Class_A_betalactamases/CSP,18,0,0,0,0,0,0,0,0,0
MEG_7302/Drugs/Elfamycins/EF_Tu_inhibition/TUFAB/RequiresSNPConfirmation,174,138,246,236,207,293,132,291,315,193
MEG_6131/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,169,239,226,179,198,320,150,173,247,238
MEG_7146/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,12,31,42,35,37,25,27,12,58,47
MEG_4288/Drugs/Multi_drug_resistance/MDR_mutant_porin_proteins/OMPF/RequiresSNPConfirmation,5,0,0,0,0,0,0,0,0,0
MEG_4163/Metals/Sodium_resistance/Sodium_resistance_protein/NHAB,25,0,21,0,0,11,0,0,0,8
MEG_3212/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,37,0,0,105,0,0,0,0
MEG_3239/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,74,0,0,0,0,158,0,0,0,0
MEG_6119/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,87,0,0,160,0,196,0,0,0,0
MEG_448/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,0,0,0,22,0,0,0
