gene_accession,CAS09e_t2_M_AB,CAS08e_t2_M_AB,CAS07e_t2_M_AB,CAS09u_t2_M_AB,CAS08u_t2_M_AB,CAS07u_t2_M_AB,CAS10u_t2_M_AB,CAS06u_t2_M_AB,CAS10e_t2_M_AB,CAS06e_t2_M_AB
MEG_3512/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/KPN,0,62,22,88,0,17,0,29,30,36
MEG_2087/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/CORA,0,29,16,39,0,11,8,13,18,17
MEG_2072/Metals/Copper_resistance/Copper_resistance_regulator/COPR,0,0,0,4,0,0,0,0,0,0
MEG_2948/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,2,8,12,0,0,0,0,0,0
MEG_7246/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETY,0,0,6,0,0,0,0,0,12,6
MEG_7319/Drugs/Elfamycins/EF_Tu_inhibition/TUFAB/RequiresSNPConfirmation,96,106,100,170,128,208,112,92,79,101
MEG_6147/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/RRSH/RequiresSNPConfirmation,2083,1949,2285,3324,2154,2595,2489,2213,2339,2125
MEG_3516/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/KPNO,0,52,16,65,0,8,7,23,10,19
MEG_1010/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH2_DPRIME,0,0,0,0,0,0,0,42,0,0
MEG_7047/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,120,84,95,100,70,124,116,86,70,88
MEG_466/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,12,0,0,0,0,0,0
MEG_6175/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/SDEY,0,72,47,192,0,45,0,62,27,58
MEG_7842/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_ABC_efflux_pumps/YOGI,0,30,15,79,0,15,16,40,61,27
MEG_6099/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,28,103,55,190,48,118,51,106,117,82
MEG_5782/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_ABC_efflux_regulator/PHOB/RequiresSNPConfirmation,0,12,10,34,0,1,3,9,5,7
MEG_8089/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSA,0,0,0,12,0,0,0,0,0,1
MEG_1955/Drugs/betalactams/Class_C_betalactamases/CMY,0,0,0,0,0,0,0,0,2,0
MEG_6806/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,2,0,0,0,0,0,0,0
MEG_5786/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_regulator/PHOR,0,34,6,68,0,16,0,13,31,36
MEG_3184/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,150,133,176,257,178,163,160,120,212,124
MEG_2873/Biocides/Phenolic_compound_resistance/Triclosan_resistant_mutation/FABG/RequiresSNPConfirmation,74,53,108,144,40,77,35,55,86,72
MEG_2917/Drugs/Phenicol/Phenicol_resistance_MFS_efflux_pumps/FLOR,0,0,0,0,0,0,0,0,0,2
MEG_3291/Biocides/Acetate_resistance/Acetate_resistance_protein/ICLR,0,8,0,30,0,0,5,5,19,6
MEG_2739/Drugs/Cationic_antimicrobial_peptides/Lipid_A_modification/EPTA,0,0,20,40,0,45,16,34,61,16
MEG_5396/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARY,313,183,243,428,379,340,232,311,203,204
MEG_4843/Drugs/betalactams/Class_D_betalactamases/OXA,16,0,0,0,0,0,0,0,0,0
MEG_6933/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_6746/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,2,0,0
MEG_2870/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_regulator/EVGS,0,0,0,0,0,0,14,0,55,8
MEG_2731/Drugs/Multi_drug_resistance/Multi_drug_SMR_efflux_regulator/EMRE,0,0,0,4,0,0,0,0,0,0
MEG_1914/Drugs/betalactams/Class_C_betalactamases/CMY,0,0,0,0,0,0,0,2,0,0
MEG_3220/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,27,15,0,0,16,23,20,14
MEG_2454/Metals/Copper_resistance/Copper_resistance_protein/CUTA,0,22,8,60,0,18,13,26,22,13
MEG_6634/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,16,16,16,0,14,16,24,21,0,38
MEG_7106/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,9,6,13,7,3,35,10,18,8,4
MEG_6706/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,2,0,0,0,0,0,0,0
MEG_7841/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/YODB,0,2,0,15,0,0,2,6,14,1
MEG_5813/Metals/Arsenic_resistance/Arsenic_resistance_protein/PSTA,0,84,25,126,2,27,7,38,39,59
MEG_6960/Metals/Tellurium_resistance/Tellurium_resistance_protein/TERW,0,0,0,12,0,0,0,0,0,2
MEG_7182/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETQ,0,0,0,0,0,0,14,0,0,0
MEG_6637/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,9,10,6,11,13,12,16,23,0,24
