gene_accession,COR03u_t2_M_ON,COR02e_t2_M_ON,COR01u_t2_M_ON,COR01e_t2_M_ON,COR05e_t2_M_ON,COR04e_t2_M_ON,COR03e_t2_M_ON,COR05u_t2_M_ON,COR04u_t2_M_ON,COR02u_t2_M_ON
MEG_3219/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,64,0,0,64,116,92,102,131,131
MEG_915/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,10,0,0,0,0,0,0
MEG_7535/Drugs/Glycopeptides/VanN_type_resistance_protein/VANTN,0,0,0,0,0,0,0,0,26,0
MEG_6599/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,2,0,3,0,0,0,0,0,0
MEG_6997/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TET44,0,0,0,0,0,0,0,0,48,0
MEG_8247/Drugs/Multi_drug_resistance/Multi_drug_RND_efflux_pumps/MEXC1,0,76,0,0,0,0,0,0,0,118
MEG_1656/Drugs/betalactams/Class_C_betalactamases/CFE,0,0,0,0,0,0,52,0,0,0
MEG_1247/Drugs/betalactams/Class_A_betalactamases/BLAA,0,0,0,0,0,0,0,44,44,0
MEG_8288/Drugs/betalactams/Mutant_porin_proteins/OMPA,0,0,0,0,0,141,83,69,38,0
MEG_6615/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,8,3,74,1,0,0,0,1,4
MEG_6086/Drugs/Rifampin/Rifampin_phosphotransferase/RPH,0,0,0,0,0,0,0,0,54,0
MEG_7156/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,3,22,0,19,4,3,6,0,0,48
MEG_2944/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,0,0,0,0,4,0,16,0
MEG_5856/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_regulator/QACR,0,0,0,0,0,14,0,16,22,12
MEG_4825/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,0,28,0
MEG_291/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,0,0,0,0,8,0
MEG_3208/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,145,592,182,160,168,287,241,240,183,536
MEG_2915/Drugs/Phenicol/Phenicol_resistance_MFS_efflux_pumps/FLOR,0,0,3,0,0,0,0,0,0,0
MEG_3804/Drugs/betalactams/Penicillin_binding_protein_regulator/MECI,0,0,0,0,0,10,0,0,6,0
MEG_6969/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TET32,0,28,0,9,6,4,12,0,0,22
MEG_757/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT2_DPRIME,0,0,1,2,0,0,0,0,0,0
MEG_5321/Biocides/Multi_biocide_resistance/Multi_biocide_resistance_regulator/OXYRKP,0,14,0,0,0,0,79,23,10,0
MEG_6742/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,2,0,0,0,0,0,0
MEG_5149/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,0,12,0
MEG_3140/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/GLPF,0,0,0,0,0,0,4,0,0,0
MEG_7621/Drugs/MLS/Streptogramin_A_O_acetyltransferase/VATA,0,0,0,0,10,0,0,0,18,0
MEG_1093/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH6,0,22,0,0,0,0,0,0,0,0
MEG_790/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,4,0,0,0,0,0,0
MEG_6892/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,1,0,0,0,0,0,0
MEG_401/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ACRB,0,0,0,0,0,0,153,38,20,0
MEG_7195/Drugs/Tetracyclines/Tetracycline_transcriptional_repressor/TETR/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,30,0
MEG_2786/Drugs/MLS/23S_rRNA_methyltransferases/ERMA,0,0,0,0,0,12,0,0,0,0
MEG_1598/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,0,0,0,4,0,0,0,0,0,0
MEG_7864/Metals/Multi_metal_resistance/Multi_metal_resistance_regulator/ZRAS,0,0,0,0,0,0,0,4,0,0
MEG_4097/Drugs/Glycopeptides/Vancomycin_resistant_mutation/MURG/RequiresSNPConfirmation,0,0,0,0,0,24,0,0,32,0
MEG_720/Drugs/betalactams/Class_B_betalactamases/ALI,0,0,0,0,0,8,0,0,0,0
MEG_1147/Metals/Arsenic_resistance/Arsenic_resistance_protein/ARSB,0,0,0,0,0,0,0,0,36,0
MEG_8676/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/RPSE/RequiresSNPConfirmation,0,0,0,0,0,0,0,20,0,0
MEG_1628/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,0,0,0,0,0,24,0,26,50,0
MEG_8650/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACH,0,159,40,0,0,39,82,0,21,0
MEG_4048/Drugs/MLS/Macrolide_phosphotransferases/MPHJ,0,0,0,0,0,0,0,0,20,0
MEG_8704/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,2,1,0,0,0,0,0,0
MEG_1490/Drugs/Cationic_antimicrobial_peptides/Cationic_peptide_resistant_16S_ribosomal_subunit_protein/CAP16S/RequiresSNPConfirmation,2530,7443,1839,4057,2165,2991,3306,2909,1764,8112
MEG_2798/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,0,0,0,0,16,14,0,40,30,0
MEG_3274/Metals/Copper_resistance/Copper_resistance_protein/HPCOPA,0,0,0,0,0,0,0,0,34,0
MEG_5786/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_regulator/PHOR,0,0,0,0,0,0,55,0,0,0
MEG_2836/Drugs/MLS/23S_rRNA_methyltransferases/ERMG,0,0,0,0,0,0,0,0,14,0
MEG_8722/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/TVAB,0,110,118,0,70,76,92,118,190,328
MEG_7128/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,119,298,45,381,50,79,137,114,65,289
MEG_1640/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MATE_efflux_pumps/CDEA,0,0,0,0,0,0,0,40,40,0
MEG_4632/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,0,8,0
MEG_7810/Metals/Multi_metal_resistance/Multi_metal_ABC_efflux_pumps/WTPC,0,0,0,0,0,0,0,38,38,0
MEG_7883/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ACRB/RequiresSNPConfirmation,0,0,0,0,0,0,85,0,0,0
MEG_6128/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,138,364,66,154,87,138,160,170,89,343
MEG_1470/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_regulator/BMR,0,0,0,0,0,14,0,0,20,0
MEG_4290/Drugs/betalactams/Mutant_porin_proteins/OMPR,0,0,0,0,0,0,0,22,0,24
MEG_8460/Drugs/betalactams/Penicillin_binding_protein/PBP4/RequiresSNPConfirmation,0,0,0,0,0,14,0,0,12,0
MEG_7/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,5725,14863,3558,9835,2912,5516,7175,5486,2911,19660
MEG_3835/Drugs/Multi_drug_resistance/Multi_drug_MATE_efflux_pump/MEPB,0,0,0,0,0,0,0,0,70,0
MEG_8067/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,0,0,0,0,0,0,40,0
MEG_202/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,6,0,0,0,0,0
MEG_963/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,1,0,0,0,0,0,0
MEG_1177/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/ARSRM,0,0,0,0,0,0,0,54,10,0
MEG_7306/Drugs/Elfamycins/EF_Tu_inhibition/TUFAB/RequiresSNPConfirmation,114,220,152,80,104,143,205,117,60,385
MEG_3587/Drugs/Lipopeptides/Daptomycin_resistant_mutant/LIAFSR/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,22,0
MEG_7081/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETG,0,18,28,0,0,0,0,0,0,0
MEG_3885/Metals/Mercury_resistance/Mercury_resistance_regulator/MERR1,0,0,0,0,0,10,0,0,20,0
MEG_997/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT6,0,0,0,0,0,0,0,16,46,0
MEG_7884/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/ACRR/RequiresSNPConfirmation,0,0,0,0,0,0,14,0,0,0
MEG_6604/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,1,0,7,0,0,0,0,0,0
MEG_6745/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,1,0,0,0,0,0,0
MEG_736/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT2_DPRIME,0,0,0,1,0,0,0,0,0,0
MEG_7112/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,28,78,15,93,4,18,50,24,7,58
MEG_6517/Drugs/betalactams/Class_B_betalactamases/SLB,0,0,0,0,0,0,0,26,0,0
MEG_7196/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_regulator/TETRM/RequiresSNPConfirmation,1055,3612,905,2490,1160,1760,1271,1162,904,4236
MEG_5846/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACG,0,0,0,0,0,6,0,0,0,0
MEG_7131/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,96,153,122,217,50,33,123,71,40,222
MEG_7015/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,8,29,0,0,18,8,0,5,14
MEG_4167/Metals/Nickel_resistance/Nickel_ABC_efflux_pumps/NIKA,0,0,0,0,0,0,41,0,0,0
MEG_8646/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACD,0,0,0,0,0,46,0,76,100,0
MEG_2789/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,2,0,3,6,0,2,3,2,0,2
MEG_6044/Drugs/Multi_drug_resistance/Multi_drug_RND_efflux_regulator/RAMA,0,0,0,0,0,0,0,6,0,0
MEG_8253/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,562,1407,429,1603,256,748,309,422,253,2807
MEG_8680/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/RRS/RequiresSNPConfirmation,1247,3311,978,1690,906,1239,2227,1697,888,3891
MEG_2084/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/CORA,0,0,18,0,0,0,20,35,1,0
MEG_7039/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,87,292,71,304,72,149,99,116,78,361
MEG_3446/Drugs/Mycobacterium_tuberculosis_specific_Drug/Isoniazid_resistant_mutant/KATG/RequiresSNPConfirmation,0,7,0,0,0,0,0,0,0,0
MEG_8170/Drugs/betalactams/Class_B_betalactamases/IMP,0,0,0,0,0,0,0,0,12,0
MEG_6796/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_4174/Metals/Nickel_resistance/Nickel_ABC_efflux_pumps/NIKE,0,0,0,0,0,0,0,12,0,0
MEG_7033/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,8,31,0,0,8,11,0,3,10
MEG_7172/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,18,50,16,45,9,28,50,22,8,89
MEG_1588/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,0,0,0,0,0,0,0,0,16,0
MEG_3211/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,0,136,66,0
MEG_8442/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,14,0,0,20,0,0
MEG_2792/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,4,25,2,35,0,6,15,12,2,7
MEG_7859/Metals/Zinc_resistance/Zinc_resistance_protein/ZNUC,0,0,0,0,0,0,6,0,0,0
MEG_7041/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,156,602,151,387,195,260,210,197,128,776
MEG_3022/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSG,0,0,0,0,0,0,0,0,54,0
MEG_3246/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/GYRBA/RequiresSNPConfirmation,143,350,133,0,133,177,122,279,144,416
MEG_5393/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,0,0,2,0,14,0,0,0
MEG_4009/Metals/Multi_metal_resistance/Multi_metal_ABC_efflux_pumps/MODC,0,0,0,0,0,0,24,0,0,0
MEG_6633/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,40,41,12,111,10,23,21,11,4,110
MEG_2499/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,0,3,0,0,0,0,0,0
MEG_7835/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/YIEF,0,0,0,0,0,0,6,1,0,0
MEG_2640/Drugs/Trimethoprim/Dihydrofolate_reductase/DHFR/RequiresSNPConfirmation,0,0,0,5,0,0,0,0,0,0
MEG_3142/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/GLPF,0,0,0,0,0,0,12,2,0,0
MEG_6948/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,1,0,0,0,0,0,0
MEG_4981/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,6,0,0,0,0,0,0
MEG_7670/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/VEXC,0,0,0,0,0,0,0,26,0,0
MEG_1151/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/ARSBM,0,0,53,0,0,0,35,7,242,0
MEG_836/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,0,0,0,0,0,22,0
MEG_3647/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/LSAC,0,232,0,0,56,124,156,182,86,0
MEG_2089/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/CORC,0,48,12,0,0,0,35,32,0,0
MEG_6673/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,1,0,0,0,0,0,0
MEG_6162/Drugs/Nucleosides/Streptothricin_acetyltransferase/SAT,0,0,0,0,0,0,2,0,0,0
MEG_2951/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,0,0,0,28,0,0,18,0
MEG_1299/Drugs/betalactams/Penicillin_binding_protein_regulator/BLAR,0,0,0,0,0,0,0,0,70,0
MEG_5348/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,55,0,0,32,0,0
MEG_2801/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,0,20,9,52,0,1,23,10,5,12
MEG_5815/Metals/Arsenic_resistance/Arsenic_resistance_protein/PSTC,0,94,0,0,16,46,94,50,18,154
MEG_3756/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/MDTI,0,0,0,0,0,10,8,0,0,0
MEG_7014/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,0,0,0,0,0,0,22,30,0
MEG_7824/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/YFEB,81,215,57,0,91,101,65,43,0,181
MEG_2020/Metals/Copper_resistance/Copper_resistance_protein/COPA,0,0,0,0,0,0,85,0,0,0
MEG_92/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,0,0,0,0,14,0
MEG_3599/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/LMRS,0,0,0,0,0,68,0,0,40,0
MEG_3179/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,571,181,0,342,493,168,458,1196,595
MEG_8449/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,0,0,0,0,10,0,0,0
MEG_721/Drugs/betalactams/Class_B_betalactamases/ALI,0,0,0,0,0,12,0,0,20,0
MEG_317/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,0,0,0,0,20,0
MEG_3195/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,60,0
MEG_2378/Drugs/betalactams/Class_A_betalactamases/CTX,0,0,0,0,0,0,0,0,20,10
MEG_2922/Drugs/Phenicol/Phenicol_resistance_MFS_efflux_pumps/FLOR,0,2,0,0,0,0,0,0,0,0
MEG_6905/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,1,0,0,0,0,0,2
MEG_6918/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,0,0,0,0,2,0
MEG_3238/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,0,0,0,0,0,0,108,39,32,0
MEG_8649/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACH,0,0,0,0,20,0,0,0,12,10
MEG_7107/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,46,128,25,148,19,32,89,73,33,107
MEG_265/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,0,0,0,0,10,0
MEG_7312/Drugs/Elfamycins/EF_Tu_inhibition/TUFAB/RequiresSNPConfirmation,1745,5479,1241,3029,1747,2349,1735,1844,1250,5794
MEG_7313/Drugs/Elfamycins/EF_Tu_inhibition/TUFAB/RequiresSNPConfirmation,232,642,130,76,130,174,292,178,176,613
MEG_6542/Biocides/Peroxide_resistance/peroxide_resistance_protein/SODA,0,0,0,0,0,0,28,23,0,0
MEG_2626/Drugs/Trimethoprim/Dihydrofolate_reductase/DHFR/RequiresSNPConfirmation,0,0,0,0,0,0,0,16,0,0
MEG_2641/Drugs/Trimethoprim/Dihydrofolate_reductase/DHFR/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,20,0
MEG_8146/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,10,24,13,0
MEG_2115/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/CPXAR,0,0,0,0,0,0,62,17,0,0
MEG_6129/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,252,93,0,0,0,0,96,0,343
MEG_2701/Biocides/Acid_resistance/Acid_resistance_protein/EEFA,0,0,0,0,0,0,48,12,0,0
MEG_7311/Drugs/Elfamycins/EF_Tu_inhibition/TUFAB/RequiresSNPConfirmation,49,114,46,0,45,61,76,81,40,163
MEG_1101/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH9,0,0,0,0,18,0,0,0,44,0
MEG_8647/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACF,0,0,0,0,0,0,0,50,86,0
MEG_4042/Drugs/MLS/Macrolide_phosphotransferases/MPHE,0,0,0,0,0,0,0,22,0,0
MEG_2056/Metals/Copper_resistance/Copper_resistance_protein/COPF,0,44,0,0,0,0,0,0,0,0
MEG_3048/Drugs/betalactams/Class_A_betalactamases/FPH,0,0,0,0,0,0,0,0,26,0
MEG_3006/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSB,0,0,0,0,12,20,0,46,42,0
MEG_1620/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,71,53,29,70,0,10,33,10,44,25
MEG_7145/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,178,453,123,506,117,126,291,206,87,588
MEG_2118/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/CPXAR,0,0,0,0,0,0,4,0,0,0
MEG_8290/Drugs/betalactams/Mutant_porin_proteins/OMPK36/RequiresSNPConfirmation,0,0,0,0,0,0,26,100,0,0
MEG_3590/Drugs/Lipopeptides/Daptomycin_resistant_mutant/LIAFSR/RequiresSNPConfirmation,0,0,0,0,0,0,0,32,28,0
MEG_2462/Metals/Multi_metal_resistance/Multi_metal_RND_efflux_pumps/CZCA,0,0,0,0,0,0,0,0,0,10
MEG_1602/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,0,0,0,4,0,0,0,0,0,0
MEG_849/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,1,0,0,0,0,0,0
MEG_3413/Drugs/betalactams/Class_B_betalactamases/IND,0,0,0,0,0,12,0,0,0,0
MEG_6052/Metals/Chromium_resistance/Chromium_resistance_protein/RECG,0,0,0,0,17,10,7,6,2,14
MEG_3206/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,263,708,314,192,250,323,553,498,192,974
MEG_8070/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRB/RequiresSNPConfirmation,0,0,0,0,0,0,0,6,12,0
MEG_2940/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,0,0,0,76,0,54,82,60
MEG_2874/Biocides/Phenolic_compound_resistance/Phenolic_resistance_protein/FABI,0,0,0,0,0,0,0,0,12,0
MEG_6638/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,61,50,18,106,21,45,17,12,18,145
MEG_2937/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,138,0,0,38,36,0,72,50,0
MEG_7132/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,124,196,137,274,76,46,185,76,66,325
MEG_7170/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,30,170,46,129,44,61,102,66,23,222
MEG_6058/Drugs/MLS/23S_rRNA_methyltransferases/RLMH,0,0,0,0,0,0,0,14,6,0
MEG_6119/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,562,0,0,0,148,0,148,259,486
MEG_1087/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH6,18,80,21,51,7,16,23,28,8,126
MEG_4091/Drugs/Mupirocin/Mupirocin_resistant_isoleucyl_tRNA_synthetase/MUPB,0,0,0,0,0,144,0,152,154,0
MEG_2573/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRC/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,6,0
MEG_2769/Drugs/MLS/23S_rRNA_methyltransferases/ERM,0,0,0,0,0,0,0,0,14,0
MEG_3591/Drugs/Lipopeptides/Daptomycin_resistant_mutant/LIAFSR/RequiresSNPConfirmation,0,0,0,0,0,0,0,22,14,0
MEG_7622/Drugs/MLS/Streptogramin_A_O_acetyltransferase/VATB,0,0,0,0,0,16,0,24,26,104
MEG_5346/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,317,1065,213,172,208,309,420,409,238,1100
MEG_6617/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,70,74,39,123,22,42,23,29,19,146
MEG_5793/Drugs/betalactams/Class_A_betalactamases/PME,0,20,0,0,0,0,0,0,0,0
MEG_5332/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,49,0,39,0,41,0
MEG_1154/Metals/Arsenic_resistance/Arsenic_resistance_protein/ARSC,0,0,0,0,0,0,0,0,24,0
MEG_7608/Drugs/Glycopeptides/VanF_type_accessory_protein/VANYF,0,0,0,0,0,24,0,20,54,0
MEG_3460/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/KMRA,0,0,0,0,0,0,16,0,0,0
MEG_7849/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/ZINT,0,0,0,0,0,0,0,0,10,0
MEG_2990/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSA,0,0,0,0,0,0,27,0,0,0
MEG_5396/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARY,291,708,336,200,265,323,583,572,197,1224
MEG_7116/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,148,312,71,335,69,97,204,147,65,296
MEG_7830/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/YGIW,0,0,0,0,6,0,0,0,0,0
MEG_6540/Biocides/Peroxide_resistance/peroxide_resistance_protein/SODA,0,0,0,0,0,0,34,31,14,0
MEG_3611/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUC,0,0,0,0,0,40,0,38,12,0
MEG_7592/Drugs/Glycopeptides/VanA_type_accessory_protein/VANYA,0,0,0,0,0,0,0,0,16,0
MEG_8262/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MSRL,54,176,0,0,0,152,0,72,82,156
MEG_6014/Drugs/Fluoroquinolones/Quinolone_resistance_protein_Qnr/QNRD,0,0,0,0,0,0,0,16,14,0
MEG_2136/Metals/Copper_resistance/Copper_resistance_regulator/CSOR,0,0,0,0,0,0,0,0,10,0
MEG_6874/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,1,0,0,0,0,0,0
MEG_1631/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATP/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,10,0
MEG_6743/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,0,0,0,0,0,0
MEG_8232/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/LPTD,0,0,0,0,0,0,63,26,0,0
MEG_6136/Drugs/Multi_drug_resistance/MDR_mutation/MRPOB/RequiresSNPConfirmation,126,270,72,109,76,123,159,122,94,298
MEG_2863/Drugs/betalactams/Class_B_betalactamases/ESP,0,0,0,0,0,0,0,0,10,0
