gene_accession,CAC04u_t2_M_AB,CAC04e_t2_M_AB,CAC05u_t2_M_AB,CAC05e_t2_M_AB,CAC02u_t2_M_MB,CAC03u_t2_M_MB,CAC02e_t2_M_MB,CAC01u_t2_M_AB,CAC01e_t2_M_AB,CAC03e_t2_M_MB
MEG_5347/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,93,114,77,92,135,104,128,75,182,165
MEG_3979/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,1442,948,1077,761,1605,857,612,1190,1907,754
MEG_3200/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,386,261,226,196,463,220,214,1087,1391,210
MEG_7318/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,610,485,391,285,571,339,333,638,959,382
MEG_7482/Drugs/Glycopeptides/VanL-type_regulator/VANRI,0,0,0,0,0,76,0,0,0,0
MEG_2922/Drugs/Phenicol/Phenicol_resistance_MFS_efflux_pumps/FLOR,0,0,0,0,0,0,2,0,0,4
MEG_3665/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/MCO,0,0,0,0,0,0,0,0,0,52
MEG_6084/Drugs/Multi-drug_resistance/Multi-drug_MFS_efflux_pumps/ROSB,0,0,0,0,0,0,0,10,0,0
MEG_9/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,1871,1422,1136,1029,1920,1131,1186,2343,4026,1298
MEG_2453/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_regulator/CUSS,50,0,0,0,12,18,6,0,0,12
MEG_3627/Drugs/Lipopeptides/Colistin-resistant_mutant/LPXC/RequiresSNPConfirmation,32,0,22,0,60,0,0,0,0,34
MEG_4295/Drugs/Multi-drug_resistance/Multi-drug_RND_efflux_pumps/OPRA,0,0,0,0,0,0,0,0,0,54
MEG_3205/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,16,10,8,0,22,15,32,12,53,26
MEG_3738/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/MDFA,9,0,0,0,4,4,0,0,3,7
MEG_6105/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,419,191,232,248,387,218,263,407,709,261
MEG_6121/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,294,315,370,310,361,251,315,312,387,374
MEG_8287/Drugs/betalactams/Mutant_porin_proteins/OMP36/RequiresSNPConfirmation,13,0,0,0,0,4,3,9,12,4
MEG_5379/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,43,0,31,0,0,0,39,59,75,0
MEG_6172/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/SDEA,0,0,0,0,0,0,0,0,44,34
MEG_3992/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,30907,18223,19541,17454,31274,16555,15405,39359,62509,16826
MEG_2078/Metals/Copper_resistance/Copper_resistance_regulator/COPS,0,0,0,0,0,5,0,0,0,2
MEG_8706/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,0,2
MEG_6540/Biocides/Peroxide_resistance/peroxide_resistance_protein/SODA,47,8,0,8,27,14,26,53,44,30
MEG_2435/Drugs/betalactams/Class_A_betalactamases/CTX,0,11,0,0,0,8,0,212,99,10
MEG_4196/Metals/Nickel_resistance/Nickel_resistance_protein/NIRB,16,6,0,6,0,14,0,0,0,0
MEG_7831/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/YGIW,19,0,0,0,0,8,4,0,4,0
MEG_7019/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,7,0,0,0,6,131,16,0,0,25
MEG_5334/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,118,95,0,0,97,59,94,78,93,132
MEG_6162/Drugs/Nucleosides/Streptothricin_acetyltransferase/SAT,0,0,0,0,1,0,0,0,0,0
MEG_3516/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/KPNO,37,11,0,0,8,0,15,12,14,30
MEG_7076/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETG,0,0,0,0,55,0,0,0,0,46
MEG_3324/Drugs/betalactams/Class_B_betalactamases/IMP,0,0,0,0,0,12,0,0,0,0
MEG_2145/Drugs/betalactams/Class_A_betalactamases/CTX,0,0,0,0,0,0,0,0,2,0
MEG_1218/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/BCRCM,50,0,0,26,22,0,12,0,0,22
MEG_2074/Metals/Copper_resistance/Copper_resistance_regulator/COPR,0,0,0,0,0,0,0,14,0,16
MEG_7058/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,105,30,12,58,31,24,26,16,24,30
MEG_6510/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_regulator/SILS,0,0,0,0,0,0,0,36,0,76
MEG_2701/Biocides/Acid_resistance/Acid_resistance_protein/EEFA,18,0,0,0,0,0,20,7,0,64
MEG_6520/Biocides/Multi-biocide_resistance/Multi-biocide_ABC_efflux_pump/SMDB,50,0,0,58,0,16,57,41,84,129
MEG_6099/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,78,69,45,56,113,51,181,74,128,143
MEG_2875/Biocides/Phenolic_compound_resistance/Phenolic_resistance_protein/FABI,35,6,0,0,7,2,17,6,6,33
MEG_3802/Drugs/betalactams/Penicillin_binding_protein_regulator/MECI,0,0,0,0,4,0,0,8,0,0
MEG_6607/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,0,0,0,0,0,2,0,0,2
MEG_2114/Drugs/Phenicol/Chloramphenicol_phosphotransferase/CPT,18,0,0,0,0,0,0,0,0,10
MEG_8258/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MSRF,140,120,78,132,184,72,0,110,218,94
MEG_7321/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,266,141,185,183,250,205,162,383,559,190
MEG_4300/Biocides/Multi-biocide_resistance/Multi-biocide_RND_efflux_pump/OPRM,0,0,0,0,0,0,13,0,0,0
MEG_8678/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/RPSL/RequiresSNPConfirmation,241,222,100,161,200,106,199,234,387,277
MEG_7113/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,21,8,12,8,7,12,10,0,10,0
MEG_3762/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/MDTM,14,0,0,0,0,6,9,0,0,0
MEG_7976/Drugs/Lipopeptides/Colistin_phosphoethanolamine_transferase/ARNT,151,26,0,0,74,0,45,28,66,78
MEG_7252/Drugs/betalactams/Class_A_betalactamases/TLA,0,0,0,0,0,0,0,22,0,0
MEG_4172/Metals/Nickel_resistance/Nickel_ABC_efflux_pumps/NIKD,11,0,0,0,8,4,0,0,0,10
MEG_7143/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,30,18,23,24,104,51,63,35,76,50
MEG_3747/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/MDTB,122,0,0,18,54,46,69,98,182,105
MEG_3757/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/MDTJ,15,0,0,0,6,0,1,1,3,5
MEG_1046/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-DPRIME,15,2,4,18,14,7,4,2,8,25
MEG_7452/Drugs/Glycopeptides/VanA-type_regulator/VANRA,0,0,0,0,0,14,0,0,0,0
MEG_5767/Drugs/betalactams/Class_A_betalactamases/PER,106,0,0,0,0,0,0,44,174,0
MEG_7315/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,284,163,184,125,284,145,228,123,242,220
MEG_2683/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBA,4,0,0,0,0,0,3,0,0,0
MEG_6931/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,6,0,0,0,2
MEG_6803/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,0,0
MEG_3241/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,0,0,0,0,0,0,0,169,162,0
MEG_6605/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,2,0,0,0,0,0,0,0,0,0
MEG_287/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,6,0,0,0,0,0
MEG_6100/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,697,460,448,382,547,360,465,518,601,470
MEG_7056/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,83,29,18,45,16,30,20,13,15,24
MEG_4067/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MSRA,0,0,0,0,0,0,0,0,112,64
MEG_5850/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACK,0,0,0,6,20,0,6,0,14,0
MEG_3978/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,1035,1379,765,827,1054,1269,877,805,1313,1656
MEG_1172/Metals/Arsenic_resistance/Arsenic_resistance_regulator/ARSR,8,0,0,0,0,0,0,0,0,0
MEG_3646/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/LSAB,0,0,0,0,0,52,74,176,0,0
MEG_421/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,0,0,0,2,0,0,4
MEG_2944/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,28,0,0,0,0,12,13,0,22
MEG_4574/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,20,0,0
MEG_7137/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,28,0,28,19,112,48,39,25,55,59
MEG_2801/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,2,2,1,0,8,8,11,17,14,4
MEG_5385/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,0,0,51,41,0,67,121,43
MEG_407/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/ACRD,75,0,0,0,37,30,30,0,51,49
MEG_3803/Drugs/betalactams/Penicillin_binding_protein_regulator/MECI,0,0,4,0,0,0,0,0,0,0
MEG_8153/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,172,114,0,70,162,0,0,154,374,149
MEG_2116/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/CPXAR,13,12,0,0,6,0,14,8,22,65
MEG_4103/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/MVRC,0,0,0,0,9,0,6,0,0,0
MEG_733/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/AMVA,0,0,0,0,0,50,0,0,38,0
MEG_384/Drugs/betalactams/Class_C_betalactamases/ACC,0,0,0,0,14,0,0,0,0,0
MEG_6500/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/SILB,0,0,0,0,0,0,45,74,0,141
MEG_1590/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,0,0,0,0,0,0,4,0,0,3
MEG_2869/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_regulator/EVGS,27,0,0,0,0,0,0,0,0,9
MEG_3186/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,43,0
MEG_7817/Biocides/Paraquat_resistance/Paraquat_efflux_pump/YDDG,56,0,0,0,0,0,0,0,0,0
MEG_6156/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/SALA,104,0,84,78,0,66,0,148,0,0
MEG_6905/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,0,0
MEG_6880/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,2
MEG_3222/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,39,0,0,0,48,0
MEG_6155/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/RUVBM,0,6,0,0,0,10,0,8,0,0
MEG_6515/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_ABC_efflux_pumps/SITC,4,10,0,0,0,0,4,0,0,0
MEG_1162/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ARSCM,8,0,0,0,2,0,2,0,2,25
MEG_7115/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,63,34,69,31,297,173,196,108,182,143
MEG_7279/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/TROB,60,0,0,0,0,0,0,0,0,32
MEG_1486/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/CADD,0,0,22,0,130,112,30,86,38,92
MEG_3247/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/GYRBA/RequiresSNPConfirmation,0,30,18,0,36,14,28,28,94,24
MEG_4346/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,0,0,0,0,0,10,7,0,26
MEG_3072/Drugs/Fusidic_acid/Fusidic_acid_esterases/FUSF,40,0,0,0,26,0,0,18,0,0
MEG_7217/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,42,24,12,21,115,85,85,33,73,100
MEG_1747/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_regulator/CMER,0,36,22,0,0,0,12,18,16,0
MEG_7230/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,12,8,7,6,42,21,23,5,26,31
MEG_2036/Metals/Copper_resistance/Copper_resistance_protein/COPB,0,0,0,0,0,0,0,0,0,28
MEG_7236/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,0,0,0,4,38,9,20,0,8,18
MEG_7144/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,24,11,17,6,63,37,49,23,50,41
MEG_7147/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,16,0,0,0,17,17,0,0,16,0
MEG_6800/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_7213/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,13,15,10,6,63,33,40,10,21,47
MEG_4102/Drugs/Multi-drug_resistance/Multi-drug_RND_efflux_pumps/MUXC,36,30,0,0,33,0,0,0,48,60
MEG_6015/Drugs/Fluoroquinolones/Quinolone_resistance_protein_Qnr/QNRE,0,2,0,0,0,0,2,0,0,0
MEG_1023/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-DPRIME,10,0,0,0,0,0,0,0,0,0
MEG_7126/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,41,18,45,19,164,81,112,49,129,121
MEG_3758/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MATE_efflux_pumps/MDTK,66,0,0,0,0,25,0,28,23,26
MEG_5420/Metals/Copper_resistance/Copper_resistance_protein/PCOC,0,0,0,0,0,0,0,0,2,0
MEG_8100/Drugs/Fusidic_acid/Fusidic_acid-resistant_mutation/FUSA/RequiresSNPConfirmation,824,540,524,434,711,557,532,665,1178,723
MEG_4807/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,36,0,0,0,0,0
MEG_7330/Drugs/Fosfomycin/Fosfomycin_target_mutation/UHPT/RequiresSNPConfirmation,78,10,6,0,36,12,33,21,43,81
MEG_3202/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,95,0,0,0,116,0,58,0,0,92
MEG_3254/Biocides/Acid_resistance/Acid_resistance_protein/HDEB,4,0,0,0,0,0,0,0,0,0
MEG_1119/Drugs/Multi-drug_resistance/MDR_regulator/ARLS,0,0,0,0,0,0,0,0,0,36
MEG_2632/Drugs/Trimethoprim/Dihydrofolate_reductase/DHFR/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,10,0
MEG_1685/Drugs/Multi-drug_resistance/MDR_23S_ribosomal_RNA_methyltransferase/CFRC,0,0,0,0,52,0,0,0,0,0
MEG_7045/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,270,164,212,202,255,237,218,201,273,388
MEG_8691/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/SALE,0,0,0,0,38,0,0,0,54,64
MEG_6111/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,116,89,86,81,140,84,85,245,304,122
MEG_2125/Metals/Copper_resistance/Copper_resistance_protein/CRDB,0,0,0,0,0,0,0,0,0,36
MEG_6798/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_7265/Biocides/Multi-biocide_resistance/Multi-biocide_RND_efflux_pump/TOLC,2,0,0,2,4,0,2,0,0,1
MEG_2443/Metals/Copper_resistance/Copper_resistance_regulator/CUER,35,0,0,0,0,10,0,20,0,34
MEG_5376/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,47,0,0,0,0,0,0,0,0
MEG_3006/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSB,0,0,0,34,0,0,0,0,0,18
MEG_2455/Metals/Copper_resistance/Copper_resistance_protein/CUTC,22,0,0,0,66,24,12,0,0,0
MEG_4344/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,0,0,0,0,0,0,0,0,16
MEG_1007/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT9,0,0,0,0,0,0,0,20,0,0
MEG_6999/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TET45,0,0,0,0,0,32,0,0,0,0
MEG_7234/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,4,4,4,0,15,15,18,0,12,10
MEG_1701/Metals/Sodium_resistance/Sodium_resistance_protein/CHAA,54,0,0,0,26,14,20,0,0,25
MEG_404/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/ACRD,82,0,0,0,95,0,81,56,145,87
MEG_5339/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,114,0,0,0,78,0,0,92,122,80
MEG_2992/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSA,0,0,0,0,22,26,0,0,0,0
MEG_3828/Drugs/MLS/MLS_resistance_MFS_efflux_pumps/MEFC,0,0,0,0,50,0,0,52,0,0
MEG_8680/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/RRS/RequiresSNPConfirmation,1618,1133,1086,998,1825,1033,968,3383,4537,1245
MEG_4285/Drugs/betalactams/Mutant_porin_proteins/OMPD,198,0,104,80,175,82,66,66,152,88
MEG_1045/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-DPRIME,12,11,13,19,14,20,15,5,20,44
MEG_7836/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/YJAA,0,0,0,0,2,0,0,0,0,0
MEG_2700/Drugs/Cationic_antimicrobial_peptides/Edeine_acetyltransferase/EDEQ,0,0,0,0,0,22,30,18,48,128
MEG_6617/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,77,31,15,28,186,37,54,4,37,48
MEG_7185/Drugs/Tetracyclines/Tetracycline_transcriptional_repressor/TETR/RequiresSNPConfirmation,99,38,39,60,68,713,66,9,27,119
MEG_5400/Drugs/betalactams/Penicillin_binding_protein/PBP2,126,75,42,59,59,58,84,68,188,190
MEG_7867/Metals/Zinc_resistance/Zinc_resistance_regulator/ZUR,8,3,0,0,0,7,0,0,0,10
MEG_1209/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/BCR,11,0,0,0,2,0,0,5,14,0
MEG_5816/Metals/Arsenic_resistance/Arsenic_resistance_protein/PSTS,42,2,0,0,6,5,23,20,33,43
MEG_2724/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRB,57,0,0,18,0,0,37,15,42,22
MEG_4167/Metals/Nickel_resistance/Nickel_ABC_efflux_pumps/NIKA,80,0,0,0,32,29,31,0,30,30
MEG_7130/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,8,8,9,5,71,49,29,10,21,53
MEG_4292/Drugs/Multi-drug_resistance/Multi-drug_RND_efflux_pumps/OPMB,0,0,0,48,0,0,0,0,0,0
MEG_2676/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBA,4,0,0,0,4,0,0,0,2,0
MEG_6795/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,4,0,0,0,0
MEG_2984/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSA,0,0,0,0,0,0,0,0,0,4
MEG_2654/Metals/Copper_resistance/Copper_resistance_protein/DNAK,248,226,133,173,283,118,138,321,543,200
MEG_6542/Biocides/Peroxide_resistance/peroxide_resistance_protein/SODA,34,0,0,0,13,19,29,0,41,42
MEG_6517/Drugs/betalactams/Class_B_betalactamases/SLB,0,0,30,0,50,0,0,24,0,0
MEG_7194/Drugs/Tetracyclines/Tetracycline_transcriptional_repressor/TETR/RequiresSNPConfirmation,117,178,110,158,1301,366,300,95,102,413
MEG_4223/Drugs/Oxazolidinone/Oxazolidinone-resistant_23S_rRNA_mutation/O23S/RequiresSNPConfirmation,15231,9927,10341,8445,16244,9184,7515,22962,32305,8986
MEG_6597/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,2,0,0,0,0,2,0,0,0
MEG_6740/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,2
MEG_4000/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/MNTR,10,0,0,0,0,0,0,11,9,1
MEG_7173/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,18,12,0,12,70,35,26,28,34,76
MEG_706/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ADET2,0,0,0,0,0,0,0,0,18,0
MEG_318/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,6,0,0,0,0,0
MEG_5364/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,78,0
MEG_988/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT6,0,0,0,58,0,0,0,56,50,60
MEG_5367/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,248,100,0,94,126,106,114,80,98,124
MEG_3243/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,196,135,0,97,202,101,114,150,316,104
MEG_4293/Drugs/Multi-drug_resistance/Multi-drug_RND_efflux_pumps/OPMD,0,0,0,0,0,0,0,0,44,0
MEG_4068/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MSRA,0,0,42,0,0,0,34,34,64,0
MEG_2998/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSA,0,0,0,0,0,0,24,0,0,0
MEG_2516/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,0,0,0,0,0,0,8,0
MEG_4175/Metals/Nickel_resistance/Nickel_ABC_efflux_regulator/NIKR,0,0,0,10,0,0,0,0,0,0
MEG_6124/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,109,112,101,71,127,53,87,120,215,92
MEG_2457/Metals/Copper_resistance/Copper_resistance_protein/CUTE,40,0,0,0,18,23,16,0,20,47
MEG_6637/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,73,20,11,11,125,25,22,9,17,33
MEG_3451/Drugs/betalactams/Class_B_betalactamases/KHM,0,0,0,0,0,0,0,10,0,0
MEG_3217/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,242,221,133,230,277,159,109,225,420,188
MEG_677/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ADEA,0,0,0,0,0,0,0,0,0,46
MEG_6541/Biocides/Peroxide_resistance/peroxide_resistance_protein/SODA,0,0,0,20,0,0,0,0,37,0
MEG_5381/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,6,15,0,0,0,0,8,10,21,16
MEG_1185/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/AXY,0,0,0,0,0,0,0,80,0,148
MEG_728/Drugs/betalactams/Class_C_betalactamases/AMPC,12,0,0,0,0,0,0,0,0,0
MEG_7841/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/YODB,6,0,0,0,2,5,2,0,0,0
MEG_7186/Drugs/Tetracyclines/Tetracycline_transcriptional_repressor/TETR/RequiresSNPConfirmation,0,7,0,0,13,4,22,0,0,110
MEG_6131/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,361,260,301,268,381,237,304,298,431,346
MEG_7832/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/YGJH,23,0,0,0,10,4,12,0,0,5
MEG_1278/Drugs/betalactams/Class_C_betalactamases/BLAEC,10,0,0,0,0,4,0,0,0,0
MEG_3737/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/MDFA,10,0,0,0,6,2,6,0,10,4
MEG_7061/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,2,2,15,0,4,44,30,16,2,21
MEG_8062/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,14,0,0,0,0,0,0,0
MEG_6894/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_7098/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETL,0,24,8,12,31,39,94,38,66,118
