gene_accession,HBB06e_t2_M_BC,HBB06u_t2_M_BC,HBB07u_t2_M_BC,HBB07e_t2_M_BC,HBB10e_t2_M_BC,HBB08e_t2_M_BC,HBB09e_t2_M_BC,HBB08u_t2_M_BC,HBB09u_t2_M_BC,HBB10u_t2_M_BC
MEG_6613/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,0,0,0,0,0,0,0,2,0
MEG_3194/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,19,0,0,25,0
MEG_2043/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/COPBM,0,0,0,0,0,0,0,0,0,78
MEG_404/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/ACRD,0,0,0,0,0,0,67,0,36,41
MEG_5175/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,40,0,0,0,0,0
MEG_2707/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_ABC_efflux_pumps/EFRB,0,0,42,14,258,296,134,124,268,74
MEG_2921/Drugs/Phenicol/Phenicol_resistance_MFS_efflux_pumps/FLOR,0,0,0,0,0,0,0,0,0,2
MEG_7037/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,84,119,133,75,126,75,74,65,93,188
MEG_6883/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,4,0
MEG_733/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/AMVA,0,0,0,0,0,0,0,0,0,42
MEG_5375/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,615,829,1291,701,1004,755,552,702,823,1743
MEG_6934/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_7121/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,60,73,88,177,167,133,63,80,224,233
MEG_1053/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-DPRIME,2,6,2,0,13,0,8,13,7,9
MEG_6776/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,4,0
MEG_977/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT4-PRIME,0,0,0,0,0,0,0,0,0,6
MEG_2121/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/CPXAR,0,0,0,0,33,0,0,0,0,13
MEG_949/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,1,0,0,15,0,0,8,0
MEG_1192/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_regulator/BAER,0,0,0,0,13,0,6,0,1,0
MEG_915/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,0,2,0,0,5,0
MEG_2725/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRB,0,0,5,2,11,0,9,0,8,22
MEG_3751/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MDTE,0,0,0,0,4,0,0,0,0,6
MEG_7065/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,27,16,4,7,35,2,92,0,23,2
MEG_7343/Drugs/Glycopeptides/VanA-type_resistance_protein/VANA,0,0,0,0,0,0,0,0,2,0
MEG_7127/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,18,18,33,28,35,26,25,31,86,52
MEG_1019/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-DPRIME,9,16,2,1,18,1,11,28,40,24
MEG_6894/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,0,0,2,0,4,6
MEG_8674/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB,534,373,726,679,426,848,395,571,1106,809
MEG_3179/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,94,164,146,0,0,192,0
MEG_7044/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,134,168,241,144,284,193,105,153,184,290
MEG_6922/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,0,0
MEG_2772/Drugs/MLS/23S_rRNA_methyltransferases/ERM,34,26,14,46,0,0,0,0,0,34
MEG_6718/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_1014/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH2-DPRIME,0,0,0,0,0,0,0,28,0,0
MEG_5367/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,80,100,164,0,120,88,88,62,66,169
MEG_7216/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,22,8,28,26,21,43,14,6,37,42
MEG_3513/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/KPN,0,0,3,2,14,0,6,0,4,13
MEG_11/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,672,524,764,1347,1551,1267,874,1180,1778,1453
MEG_6147/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/RRSH/RequiresSNPConfirmation,2413,2893,4226,3023,4457,4018,3017,3625,4696,5416
MEG_3759/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MATE_efflux_pumps/MDTK,0,0,0,0,39,0,0,0,0,0
MEG_7028/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,0,1,0,0,4,0,0,0,9
MEG_5348/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,20,23,0,0,16,0,22,0,38,32
MEG_6631/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,3,2,2,10,2,4,4,6,2,19
MEG_6591/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,0,0,0,4,8,0,0,0,0
MEG_6900/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,0,2,0,0,8,4
MEG_7341/Drugs/Glycopeptides/VanA-type_resistance_protein/VANA,0,0,0,0,2,0,0,0,0,0
MEG_4667/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,0,0,74
MEG_951/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,0,0,0,0,6,0
MEG_6834/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,0,2
MEG_6630/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,12,13,19,14,27,39,8,28,18,88
MEG_6816/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,4,0
MEG_6615/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,0,0,5,14,9,0,0,0,0
MEG_5/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,649,564,761,1489,1644,1353,850,1216,1948,1460
MEG_6673/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,4,2
MEG_6575/Biocides/Multi-biocide_resistance/Multi-biocide_SMR_efflux_pump/SUGE,0,0,2,0,1,0,0,0,0,0
MEG_6670/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,2,0
MEG_3994/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,1251,1745,1302,1441,1027,1626,1285,1436,3049,1476
MEG_6106/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,241,400,308,758,2233,1767,889,1070,1818,974
MEG_7174/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,2,0,0,2,0,0,0,2,6,6
MEG_3946/Metals/Multi-metal_resistance/Multi-metal_resistance_regulator/MGTA,0,0,0,0,0,0,0,0,18,22
MEG_6628/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,20,22,31,34,28,65,11,23,19,97
MEG_6724/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_746/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT2-DPRIME,0,0,0,0,0,4,0,0,0,0
MEG_3287/Biocides/Peroxide_resistance/Peroxide_resistance_stress_protein/IBPA,2,2,0,0,12,2,34,0,4,11
MEG_5032/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,2,0,0,0,0
MEG_6905/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,4,0,14,2
MEG_1190/Drugs/Bacitracin/Undecaprenyl_pyrophosphate_phosphatase/BACA,0,0,0,3,6,0,0,0,0,0
MEG_6637/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,26,18,14,17,17,30,17,22,19,63
MEG_7235/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,0,0,4,7,4,4,2,0,8,6
MEG_2315/Drugs/betalactams/Class_A_betalactamases/CTX,0,0,0,0,0,0,3,0,0,0
MEG_8258/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MSRF,36,0,0,0,46,0,0,0,82,60
MEG_7140/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,54,55,59,183,160,87,73,51,183,210
MEG_6719/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,4,0
MEG_2501/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,0,0,0,1,0,0,0,0
MEG_7172/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,4,4,2,0,6,2,0,8,4,0
MEG_3289/Biocides/Peroxide_resistance/Peroxide_resistance_stress_protein/IBPB,0,0,0,0,12,4,13,0,0,3
MEG_5342/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,12,25,0,39,0,23,20
MEG_6892/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,0,0
MEG_2714/Biocides/QACs_resistance/QAC_efflux_pump/EMEA,0,0,0,0,48,0,0,0,0,104
MEG_5361/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,13,0,17,0,0,0
MEG_6045/Drugs/Multi-drug_resistance/Multi-drug_RND_efflux_regulator/RAMR/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,12,2
MEG_6901/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,2,0
MEG_1055/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-DPRIME,3,9,0,0,7,1,6,8,13,7
MEG_6891/Drugs/betalactams/Class_A_betalactamases/TEM,2,2,0,0,0,8,0,0,2,2
MEG_1598/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,0,0,0,0,0,2,0,0,0,0
MEG_6595/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,0,0,0,0,2,0,0,2,0
MEG_6592/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,0,0,0,0,2,0,0,0,0
MEG_3979/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,491,389,598,936,549,724,440,507,760,1005
MEG_7219/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,0,0,0,0,0,6,2,0,2,0
MEG_185/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,32,0,0,0,0,0,0
MEG_3943/Drugs/Multi-drug_resistance/MDR_regulator/MGRA,0,0,0,0,0,0,0,0,0,26
MEG_5420/Metals/Copper_resistance/Copper_resistance_protein/PCOC,0,0,0,0,0,0,0,0,3,0
MEG_729/Drugs/betalactams/Penicillin_binding_protein/AMPH,0,0,8,0,18,0,0,0,0,15
MEG_2911/Drugs/Phenicol/Phenicol_resistance_MFS_efflux_pumps/FLOR,0,0,0,0,0,0,0,0,0,2
MEG_6954/Drugs/betalactams/Class_A_betalactamases/TER,0,0,0,0,0,0,0,0,6,0
MEG_1091/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH6,5,12,9,0,10,2,2,8,26,18
MEG_767/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,0,0,0,0,1,0
MEG_7220/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,0,0,0,6,0,0,0,0,0,3
MEG_6854/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,6,0,0,2,0
MEG_8144/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,14,32,22,12,16,28,11,16,26,27
MEG_1189/Drugs/Bacitracin/Undecaprenyl_pyrophosphate_phosphatase/BACA,0,0,0,0,6,0,0,0,0,6
MEG_7481/Drugs/Glycopeptides/VanG-type_regulator/VANRG,70,0,30,48,94,72,48,68,54,68
MEG_5353/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,16,0,0,0,27,18,34,0,14,0
MEG_7113/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,0,0,5,7,4,5,3,10,17,9
MEG_3291/Biocides/Acetate_resistance/Acetate_resistance_protein/ICLR,0,0,4,0,6,0,0,0,4,0
MEG_3590/Drugs/Lipopeptides/Daptomycin-resistant_mutant/LIAFSR/RequiresSNPConfirmation,0,0,0,0,0,0,12,0,0,0
MEG_3247/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/GYRBA/RequiresSNPConfirmation,0,0,0,0,28,0,0,0,30,0
MEG_2084/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/CORA,17,0,0,6,8,0,28,0,13,37
MEG_2955/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,2,0,5,0,0,0,0,0
MEG_5382/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,128,193,211,99,176,196,133,123,171,369
MEG_739/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT2-DPRIME,0,0,0,0,0,5,0,0,1,0
MEG_7812/Metals/Iron_resistance/Iron_resistance_protein/YBTQ,0,0,0,0,0,0,0,0,8,14
